Date,Symbols,Close,High,Low,Open,Volume
2021-09-22,BA,216.98,217.99,209.65,210.0,10953034
2021-09-22,TSLA,751.94,753.6699,739.12,743.5263,15126272
2021-09-22,MSFT,297.42,299.05,293.36,295.57,26730211
2021-09-22,V,222.0,223.35,220.35,220.65,6026223
2021-09-22,MA,342.06,342.51,337.2,337.96,3251678
2021-09-21,AMZN,3343.63,3379.7,3332.39,3375.0,2780878
2021-09-21,AAPL,143.04,144.21,142.39,143.54,76041395
2021-09-21,GOOGL,2780.66,2800.23,2765.56,2794.99,1266595
2021-09-21,FB,357.48,360.04,355.19,358.5,11751917
2021-09-21,MRNA,434.04,439.59,420.3,424.3,9355333
2021-09-21,BA,208.51,211.76,207.72,210.25,7139027
2021-09-21,TSLA,739.38,744.7399,730.44,734.79,16330723
2021-09-21,MSFT,293.65,296.39,292.92,294.54,22451345
2021-09-21,V,219.42,221.42,218.24,220.0,7057474
2021-09-21,MA,336.04,341.83,335.94,340.85,2979028
2021-09-20,AMZN,3355.73,3419.0,3305.01,3396.0,4669130
2021-09-20,AAPL,142.55,144.45,140.88,143.41,123816622
2021-09-20,GOOGL,2774.39,2780.0,2726.435,2763.23,2325902
2021-09-20,FB,355.7,361.03,349.8,359.3,19822772
2021-09-20,MRNA,423.33,435.4499,416.511,417.5073,12929376
2021-09-20,BA,209.5,212.43,206.53,210.81,10567364
2021-09-20,TSLA,730.17,742.0,718.6249,734.5577,24757652
2021-09-20,MSFT,293.15,297.55,288.39,295.18,38427986
2021-09-20,V,219.3,219.75,215.58,216.23,8852503
2021-09-20,MA,338.35,339.76,334.3,336.98,3972348
2021-09-17,AMZN,3462.52,3497.41,3452.13,3488.4146,4616556
2021-09-17,AAPL,145.66,148.41,145.36,148.41,130224062
2021-09-17,GOOGL,2816.0,2869.0,2809.395,2860.61,2669223
2021-09-17,FB,364.72,371.41,361.59,371.0,26298966
2021-09-17,MRNA,430.05,442.0,406.8704,438.53,30536393
2021-09-17,BA,213.36,215.37,211.91,213.12,7944216
2021-09-17,TSLA,759.49,761.04,750.0,757.15,28204176
2021-09-17,MSFT,298.7,303.31,298.36,302.98,41533850
2021-09-17,V,221.0,222.95,218.55,221.7,13879897
2021-09-17,MA,341.69,344.63,339.42,342.64,5551783
2021-09-16,AMZN,3488.24,3492.55,3446.1432,3459.96,2583598
2021-09-16,AAPL,148.38,148.56,146.82,148.03,68220247
2021-09-16,GOOGL,2872.2,2886.0,2848.03,2879.01,1309771
2021-09-16,FB,373.06,373.56,369.71,372.79,11934217
2021-09-16,MRNA,440.65,446.6399,429.0,431.21,10107389
2021-09-16,BA,213.36,216.31,213.31,213.96,6370944
2021-09-16,TSLA,756.99,758.91,747.61,752.83,13923393
2021-09-16,MSFT,304.03,304.12,299.59,302.58,19627082
2021-09-16,V,223.58,224.43,222.0,223.11,5948559
2021-09-16,MA,344.94,346.3,343.33,344.04,3786259
2021-09-15,AMZN,3475.79,3485.42,3402.01,3442.52,2957537
2021-09-15,AAPL,148.62,149.03,145.97,148.15,83509119
2021-09-15,GOOGL,2888.59,2889.01,2826.95,2855.43,1370379
2021-09-15,FB,373.92,377.555,367.67,377.0,17940297
2021-09-15,MRNA,434.46,437.8,422.16,427.455,12893644
2021-09-15,BA,214.22,214.35,210.32,211.79,7916346
2021-09-15,TSLA,755.83,756.86,738.36,745.0,15357685
2021-09-15,MSFT,303.63,304.13,300.65,302.09,28466922
2021-09-15,V,223.06,224.08,220.61,221.77,6557947
2021-09-15,MA,343.38,346.16,341.41,345.63,3848742
2021-09-14,AMZN,3450.0,3486.806,3437.7104,3475.55,1936897
2021-09-14,AAPL,147.71,150.66,146.51,149.94,109595259
2021-09-14,GOOGL,2850.89,2867.26,2835.0,2859.905,983693
2021-09-14,FB,376.53,378.59,375.11,377.4,8711569
2021-09-14,MRNA,427.71,443.76,418.6331,419.27,14736540
2021-09-14,BA,211.57,216.11,210.711,215.84,9947021
2021-09-14,TSLA,744.49,754.47,736.4,742.57,18524881
2021-09-14,MSFT,298.62,300.22,296.95,298.39,21938683
2021-09-14,V,222.28,225.04,221.53,224.24,6598008
2021-09-14,MA,344.43,348.49,343.88,348.3,3295218
2021-09-13,AMZN,3457.17,3497.96,3438.0001,3482.8,2569022
2021-09-13,AAPL,149.14,151.01,148.34,150.22,102684442
2021-09-13,GOOGL,2846.65,2859.0,2825.0,2838.99,1104692
2021-09-13,FB,376.51,381.75,374.3451,381.68,13026275
2021-09-13,MRNA,419.72,448.8099,415.0,448.0,15664748
2021-09-13,BA,214.48,215.64,209.88,211.35,10175861
2021-09-13,TSLA,743.0,744.78,708.85,740.2143,22952482
2021-09-13,MSFT,295.84,297.38,292.93,296.4,23745219
2021-09-13,V,223.88,226.43,222.66,224.76,6831163
2021-09-13,MA,346.44,350.6,344.99,348.62,3247073
2021-09-10,AMZN,3469.15,3508.45,3462.9055,3501.8308,2397269
2021-09-10,AAPL,148.56,155.05,148.29,154.57,141278629
2021-09-10,GOOGL,2817.52,2894.37,2814.755,2884.25,1841967
2021-09-10,FB,378.69,383.79,378.26,381.361,11549595
2021-09-10,MRNA,449.38,464.85,448.11,463.1565,12604792
2021-09-10,BA,210.3,215.89,210.12,215.16,6959706
2021-09-10,TSLA,736.27,762.61,734.5201,759.6,15184170
2021-09-10,MSFT,294.56,298.75,294.23,297.26,19709952
2021-09-10,V,224.15,229.27,224.06,229.08,6738164
2021-09-10,MA,346.02,353.6,345.65,353.53,3451295
2021-09-09,AMZN,3484.16,3549.99,3480.37,3526.02,2719241
2021-09-09,AAPL,153.65,155.68,153.53,155.06,57462482
2021-09-09,GOOGL,2870.82,2886.21,2863.55,2876.81,765855
2021-09-09,FB,378.0,379.83,376.565,377.64,9098941
2021-09-09,MRNA,455.92,459.42,427.09,429.93,22189564
2021-09-09,BA,213.94,216.61,210.72,211.15,9242766
2021-09-09,TSLA,754.86,762.1,751.6301,753.41,14077731
2021-09-09,MSFT,296.1,300.97,295.85,299.65,20004734
2021-09-09,V,226.72,229.23,226.33,228.54,5872881
2021-09-09,MA,350.02,352.24,348.54,349.33,3730945
2021-09-08,AMZN,3525.5,3545.63,3495.67,3511.65,3053364
2021-09-08,AAPL,154.68,156.61,153.55,156.55,74623773
2021-09-08,GOOGL,2873.82,2888.0,2860.0,2882.0,917511
2021-09-08,FB,377.57,380.87,374.79,380.16,11067166
2021-09-08,MRNA,422.9,437.17,418.2,433.72,11477788
2021-09-08,BA,211.38,216.08,210.51,213.6,8877646
2021-09-08,TSLA,753.87,764.45,740.7733,761.58,18793036
2021-09-08,MSFT,299.04,299.44,296.31,298.61,15105516
2021-09-08,V,228.32,229.45,226.27,226.61,10688751
2021-09-08,MA,349.65,350.61,343.63,343.63,5074533
2021-09-07,AMZN,3509.29,3528.09,3476.94,3478.0,2741184
2021-09-07,AAPL,156.26,156.83,153.97,154.54,82503321
2021-09-07,GOOGL,2885.61,2891.3,2872.38,2876.69,1006595
2021-09-07,FB,382.18,382.96,373.15,375.88,10798920
2021-09-07,MRNA,436.39,438.55,408.96,409.5,15995088
2021-09-07,BA,214.24,216.71,212.17,215.91,13196121
2021-09-07,TSLA,752.92,760.2,739.26,740.0,20039825
2021-09-07,MSFT,299.01,299.92,297.05,299.84,17251118
2021-09-07,V,225.5,227.23,225.09,225.97,9700415
2021-09-07,MA,343.35,346.62,341.67,343.52,4785413
2021-09-03,AMZN,3478.05,3482.67,3436.44,3452.0,2578324
2021-09-03,AAPL,153.88,154.2,152.68,153.34,58024351
2021-09-03,GOOGL,2874.79,2883.1,2848.01,2861.61,992718
2021-09-03,FB,376.26,377.16,373.11,374.75,7511356
2021-09-03,MRNA,416.7,416.81,388.68,392.71,13859922
2021-09-03,BA,218.17,221.18,217.46,219.454,6400289
2021-09-03,TSLA,733.57,734.0,724.2,732.2494,15271045
2021-09-03,MSFT,299.97,301.43,299.09,299.8,14809156
2021-09-03,V,224.35,226.53,222.6,223.25,11573426
2021-09-03,MA,338.88,342.78,337.59,338.59,5193290
2021-09-02,AMZN,3463.12,3511.9608,3455.0,3494.76,2925594
2021-09-02,AAPL,153.23,154.29,151.99,153.45,71365996
2021-09-02,GOOGL,2865.74,2910.385,2863.695,2904.32,1617907
2021-09-02,FB,375.28,381.75,374.06,381.5,14838274
2021-09-02,MRNA,397.66,402.8,390.515,393.13,8909996
2021-09-02,BA,220.83,223.84,218.08,218.95,8905096
2021-09-02,TSLA,732.39,740.97,730.54,734.5,12796739
2021-09-02,MSFT,299.98,302.19,299.01,301.03,16354095
2021-09-02,V,223.43,229.77,221.21,229.66,19783861
2021-09-02,MA,339.93,349.15,337.99,349.13,7443033
2021-09-01,AMZN,3479.0,3527.0,3475.24,3496.396,3629911
2021-09-01,AAPL,152.1,154.55,151.93,152.42,80533398
2021-09-01,GOOGL,2904.31,2925.075,2897.67,2900.0,1096805
2021-09-01,FB,382.05,384.33,378.81,379.59,11567163
2021-09-01,MRNA,389.94,394.98,375.2,382.837,11617304
2021-09-01,BA,218.12,221.76,217.62,220.0,7157411
2021-09-01,TSLA,734.09,741.99,731.2701,734.08,13204335
2021-09-01,MSFT,300.66,304.0,300.32,301.69,19057882
2021-09-01,V,229.35,230.0,228.0,228.33,8205335
2021-09-01,MA,348.19,350.65,345.93,346.01,4517497
2021-08-31,AMZN,3470.79,3472.58,3395.59,3424.8,4356413
2021-08-31,AAPL,151.42,152.39,150.88,152.25,86689597
2021-08-31,GOOGL,2893.95,2903.425,2885.62,2902.94,1122438
2021-08-31,FB,379.38,382.759,378.8,379.95,12345350
2021-08-31,MRNA,376.69,384.68,370.5,375.91,10922476
2021-08-31,BA,219.5,221.325,217.0854,217.33,6764472
2021-08-31,TSLA,735.72,740.39,726.44,733.0,20855436
2021-08-31,MSFT,300.71,303.31,300.33,303.23,26387877
2021-08-31,V,228.33,231.05,227.89,230.13,9436971
2021-08-31,MA,344.86,353.82,343.32,351.54,6807300
2021-08-30,AMZN,3421.57,3445.0,3355.22,3357.425,3192244
2021-08-30,AAPL,152.71,153.07,148.2,148.59,91205522
2021-08-30,GOOGL,2891.81,2919.41,2883.26,2888.0,1221710
2021-08-30,FB,380.66,381.49,370.52,372.56,13547261
2021-08-30,MRNA,370.69,389.04,362.8001,369.0,15529765
2021-08-30,BA,217.66,222.37,217.53,222.35,7587846
2021-08-30,TSLA,730.91,731.0,712.73,714.715,18604220
2021-08-30,MSFT,302.41,303.03,299.89,299.95,16411846
2021-08-30,V,230.45,232.88,229.15,231.9,6469871
2021-08-30,MA,351.65,356.63,350.86,353.4,4048098
2021-08-27,AMZN,3349.63,3352.32,3313.75,3333.23,2402369
2021-08-27,AAPL,148.19,148.34,146.43,147.08,55955028
2021-08-27,GOOGL,2880.08,2890.25,2829.94,2833.05,1439010
2021-08-27,FB,372.63,373.74,364.08,365.1,11219142
2021-08-27,MRNA,382.22,398.98,378.72,398.825,13188484
2021-08-27,BA,221.75,222.43,216.86,217.47,7684922
2021-08-27,TSLA,711.92,715.0,702.1001,705.0,13833763
2021-08-27,MSFT,298.55,299.7,295.68,297.82,22693910
2021-08-27,V,231.9,232.26,229.46,230.24,6390569
2021-08-27,MA,354.32,355.09,350.26,351.07,3712976
2021-08-26,AMZN,3316.0,3332.0,3296.0,3299.0,2098761
2021-08-26,AAPL,147.13,148.71,147.11,147.96,48730126
2021-08-26,GOOGL,2828.81,2848.35,2827.14,2835.0,1030466
2021-08-26,FB,364.38,369.44,364.13,368.375,7888683
2021-08-26,MRNA,400.3,404.67,392.1525,395.45,8904421
2021-08-26,BA,216.5,222.9,215.91,221.41,8341440
2021-08-26,TSLA,701.16,715.4,697.6201,708.31,13214292
2021-08-26,MSFT,297.92,301.26,297.78,299.82,17734999
2021-08-26,V,229.74,231.84,229.38,231.34,5909108
2021-08-26,MA,351.46,356.78,350.4,356.59,3961994
2021-08-25,AMZN,3299.18,3321.0,3286.15,3309.87,1680306
2021-08-25,AAPL,147.95,149.91,147.39,149.4,59152660
2021-08-25,GOOGL,2841.58,2843.7897,2827.52,2832.5,792574
2021-08-25,FB,368.39,370.86,365.4,365.6,9684519
2021-08-25,MRNA,397.87,413.8,387.97,391.7,14427609
2021-08-25,BA,221.03,222.3,219.1,221.5,6528930
2021-08-25,TSLA,711.2,716.97,704.0,707.03,12645562
2021-08-25,MSFT,300.84,303.4,299.25,303.11,20084100
2021-08-25,V,231.8,234.21,231.29,234.21,5294967
2021-08-25,MA,357.68,360.97,357.08,360.53,2349649
2021-08-24,AMZN,3305.78,3315.4942,3274.58,3280.0,2551841
2021-08-24,AAPL,149.21,150.45,148.74,149.04,48739384
2021-08-24,GOOGL,2825.23,2841.6,2806.77,2812.23,963361
2021-08-24,FB,365.51,367.9559,361.84,363.66,9235148
2021-08-24,MRNA,394.94,407.5796,387.56,405.69,13957508
2021-08-24,BA,221.43,223.1,219.8,220.11,8942578
2021-08-24,TSLA,708.49,715.22,702.64,710.68,13083071
2021-08-24,MSFT,301.45,304.46,300.83,303.83,18246678
2021-08-24,V,233.45,235.39,233.16,234.25,5098998
2021-08-24,MA,360.35,364.65,360.04,361.59,3044067
2021-08-23,AMZN,3265.87,3280.9,3210.005,3211.9,3268131
2021-08-23,AAPL,149.3,149.78,147.48,147.9,60296292
2021-08-23,GOOGL,2800.83,2817.49,2752.15,2759.39,1422670
2021-08-23,FB,363.35,365.69,359.1,359.44,10942007
2021-08-23,MRNA,411.89,411.97,385.7716,390.34,15796513
2021-08-23,BA,219.4,220.18,215.38,215.83,10392069
2021-08-23,TSLA,706.3,712.1299,680.7505,685.442,20264859
2021-08-23,MSFT,303.46,304.21,300.68,302.07,22919217
2021-08-23,V,233.35,233.86,231.21,231.91,6363521
2021-08-23,MA,359.58,360.81,355.34,356.06,3551909
2021-08-20,AMZN,3199.95,3207.81,3175.76,3203.8725,3358428
2021-08-20,AAPL,147.78,148.09,146.38,147.04,60715255
2021-08-20,GOOGL,2748.59,2751.08,2705.0,2720.0,1559658
2021-08-20,FB,359.37,359.9898,353.31,354.6,8697667
2021-08-20,MRNA,382.98,387.4899,369.26,374.5475,13216681
2021-08-20,BA,212.67,214.7399,210.94,212.31,9335698
2021-08-20,TSLA,680.26,692.1299,673.7,682.85,14841865
2021-08-20,MSFT,303.17,304.65,296.91,298.55,40976875
2021-08-20,V,230.57,231.37,229.53,231.08,5541267
2021-08-20,MA,353.59,356.9,351.93,355.95,4152294
2021-08-19,AMZN,3187.75,3233.0,3182.4637,3194.02,3782862
2021-08-19,AAPL,146.3,147.59,144.11,144.64,87198178
2021-08-19,GOOGL,2713.6,2727.05,2685.0,2688.71,1089127
2021-08-19,FB,355.12,357.57,351.0,351.345,12004535
2021-08-19,MRNA,375.53,394.9199,375.0,385.0,14254720
2021-08-19,BA,212.16,218.2965,211.73,216.3,11404356
2021-08-19,TSLA,673.47,686.55,667.59,678.21,14313486
2021-08-19,MSFT,295.62,296.32,287.52,287.58,29966907
2021-08-19,V,230.78,231.64,228.13,228.27,5780826
2021-08-19,MA,355.9,358.72,353.32,355.49,2738740
2021-08-18,AMZN,3201.22,3254.0975,3200.0,3241.99,2804311
2021-08-18,AAPL,145.96,150.31,145.75,149.39,86562123
2021-08-18,GOOGL,2708.98,2742.085,2706.43,2730.0,962947
2021-08-18,FB,355.45,359.86,355.15,356.25,10042381
2021-08-18,MRNA,398.8,413.3,386.21,406.5,19121805
2021-08-18,BA,219.0,223.65,218.9,221.73,9000859
2021-08-18,TSLA,688.99,695.77,669.35,669.7479,20349375
2021-08-18,MSFT,289.6,293.67,289.14,290.91,21898077
2021-08-18,V,230.84,233.56,230.68,233.13,5013462
2021-08-18,MA,359.52,364.23,359.16,359.75,2785557
2021-08-17,AMZN,3241.96,3280.49,3225.68,3277.5,3387922
2021-08-17,AAPL,149.78,151.27,148.68,149.82,92482016
2021-08-17,GOOGL,2733.23,2765.31,2721.64,2755.0,1085760
2021-08-17,FB,358.45,364.67,355.07,362.98,12328737
2021-08-17,MRNA,401.86,402.49,358.5501,361.0,25982136
2021-08-17,BA,222.22,226.24,219.8,226.2,13123951
2021-08-17,TSLA,665.71,674.58,648.84,672.65,23721279
2021-08-17,MSFT,291.39,291.74,289.39,290.7,20192145
2021-08-17,V,233.74,234.87,232.43,234.21,6873747
2021-08-17,MA,361.79,363.02,358.37,360.57,2823945
2021-08-16,AMZN,3298.99,3300.0,3211.13,3283.0,3328494
2021-08-16,AAPL,150.71,150.78,146.07,148.13,103842053
2021-08-16,GOOGL,2766.19,2767.25,2705.975,2750.4979,1119918
2021-08-16,FB,366.56,366.95,357.38,362.52,11232269
2021-08-16,MRNA,373.86,379.57,349.0,379.27,23602814
2021-08-16,BA,229.06,232.03,227.14,231.9,7626887
2021-08-16,TSLA,686.17,709.5,676.4,705.07,23103303
2021-08-16,MSFT,292.89,293.11,288.34,291.5,22647135
2021-08-16,V,234.57,234.69,229.43,231.42,7602389
2021-08-16,MA,362.12,362.37,355.21,359.08,2949402
2021-08-13,AMZN,3293.97,3306.065,3283.0,3305.67,2056699
2021-08-13,AAPL,148.69,149.04,147.86,148.56,59537421
2021-08-13,GOOGL,2754.55,2757.13,2740.66,2745.0,797372
2021-08-13,FB,363.18,364.6607,361.48,362.97,7195724
2021-08-13,MRNA,389.78,406.32,387.1,405.24,16533667
2021-08-13,BA,234.46,239.69,234.2848,238.01,6390338
2021-08-13,TSLA,717.17,729.9,714.34,723.71,16731467
2021-08-13,MSFT,291.16,291.21,287.63,287.8,18355308
2021-08-13,V,231.86,232.48,230.61,231.21,5463886
2021-08-13,MA,361.32,362.06,359.2,360.83,2313785
2021-08-12,AMZN,3303.5,3314.51,3269.67,3290.0,2323823
2021-08-12,AAPL,148.48,148.64,145.44,145.79,73980925
2021-08-12,GOOGL,2743.88,2746.0,2708.51,2719.51,825943
2021-08-12,FB,362.65,363.0,357.11,358.45,7175206
2021-08-12,MRNA,391.42,406.3499,377.09,400.0,34345049
2021-08-12,BA,238.18,241.15,236.51,240.0,6816343
2021-08-12,TSLA,722.25,722.8,699.4,706.34,17681686
2021-08-12,MSFT,288.13,288.29,284.68,284.97,14655233
2021-08-12,V,231.0,233.32,230.24,233.1,9902309
2021-08-12,MA,360.55,361.78,356.44,361.14,3818310
2021-08-11,AMZN,3292.11,3337.7,3277.79,3331.4469,2947249
2021-08-11,AAPL,145.46,146.32,145.14,145.65,48626110
2021-08-11,GOOGL,2725.58,2753.645,2725.43,2743.63,767600
2021-08-11,FB,359.96,362.36,357.81,362.1,8400332
2021-08-11,MRNA,385.33,453.73,372.0,443.57,53882157
2021-08-11,BA,239.49,239.59,234.58,236.61,9663966
2021-08-11,TSLA,707.82,715.18,704.21,712.71,9800558
2021-08-11,MSFT,285.29,286.99,284.2,285.55,14037197
2021-08-11,V,233.95,237.23,233.47,236.95,7410782
2021-08-11,MA,362.8,368.5,362.31,367.09,3280677
2021-08-10,AMZN,3320.68,3358.0,3315.0,3345.01,2412551
2021-08-10,AAPL,145.21,147.3,144.91,146.04,69211884
2021-08-10,GOOGL,2736.14,2755.4461,2727.29,2746.84,970704
2021-08-10,FB,361.13,364.1,359.0435,361.825,7469878
2021-08-10,MRNA,456.76,497.49,454.0,485.5,36503719
2021-08-10,BA,235.78,236.85,231.62,231.97,9603454
2021-08-10,TSLA,709.99,716.59,701.88,713.99,13432305
2021-08-10,MSFT,284.78,287.58,283.55,287.13,18724980
2021-08-10,V,236.94,240.2,234.45,239.37,7220213
2021-08-10,MA,366.39,371.27,362.67,370.82,3238081
2021-08-09,AMZN,3341.87,3354.88,3328.52,3343.61,2148220
2021-08-09,AAPL,145.69,146.3,145.13,145.8,49042472
2021-08-09,GOOGL,2738.26,2743.68,2706.785,2718.85,888300
2021-08-09,FB,361.61,365.775,360.75,363.7623,7798872
2021-08-09,MRNA,484.47,493.7565,409.66,411.3014,42269876
2021-08-09,BA,232.27,233.5723,226.89,229.0,8358622
2021-08-09,TSLA,713.76,719.03,705.13,710.17,14715349
2021-08-09,MSFT,286.66,289.86,286.15,288.07,16211480
2021-08-09,V,238.86,241.03,236.92,240.61,5251818
2021-08-09,MA,369.21,373.02,367.43,372.71,2410324
2021-08-06,AMZN,3344.94,3375.0,3329.0373,3375.0,2637644
2021-08-06,AAPL,145.74,146.71,145.23,145.95,54274869
2021-08-06,GOOGL,2714.77,2729.45,2704.2,2720.84,1024406
2021-08-06,FB,363.51,365.15,361.395,361.4,8925017
2021-08-06,MRNA,413.72,419.26,393.61,410.3,18924646
2021-08-06,BA,231.33,233.57,230.42,231.55,6061935
2021-08-06,TSLA,699.1,716.33,697.63,711.9,15623049
2021-08-06,MSFT,287.78,287.82,285.96,286.83,16685933
2021-08-06,V,240.26,241.45,238.72,238.86,4531160
2021-08-06,MA,373.05,374.02,369.53,369.95,2046822
2021-08-05,AMZN,3375.99,3389.0,3340.92,3356.22,2433503
2021-08-05,AAPL,146.44,147.21,145.55,146.36,46594292
2021-08-05,GOOGL,2725.03,2727.0,2696.92,2713.61,893450
2021-08-05,FB,362.97,363.9,356.9,359.64,10247207
2021-08-05,MRNA,416.26,443.99,403.0,409.72,25571509
2021-08-05,BA,229.94,231.54,226.49,226.68,8362602
2021-08-05,TSLA,714.63,720.9499,711.41,716.0,12919637
2021-08-05,MSFT,287.84,287.95,284.44,285.22,13981105
2021-08-05,V,239.07,239.11,235.32,235.49,5362887
2021-08-05,MA,370.47,370.49,365.55,366.75,2572818
2021-08-04,AMZN,3354.72,3388.88,3345.56,3379.35,2183945
2021-08-04,AAPL,146.33,147.16,145.66,146.65,56607143
2021-08-04,GOOGL,2702.51,2712.99,2689.74,2706.99,983801
2021-08-04,FB,358.92,360.48,351.51,352.42,14180572
2021-08-04,MRNA,419.05,433.0,377.11,385.0,32251618
2021-08-04,BA,226.63,232.35,225.33,226.42,9756279
2021-08-04,TSLA,710.92,724.9,708.93,711.0,17002647
2021-08-04,MSFT,284.85,285.93,283.0,284.56,16285581
2021-08-04,V,235.55,236.43,233.94,235.88,8210635
2021-08-04,MA,366.56,367.8,361.99,365.83,3215895
2021-08-03,AMZN,3366.24,3391.0,3299.77,3340.72,4157343
2021-08-03,AAPL,146.74,147.41,144.57,145.2,65061164
2021-08-03,GOOGL,2712.6,2714.64,2666.39,2702.7,1038094
2021-08-03,FB,351.24,353.7699,347.7,352.73,12406054
2021-08-03,MRNA,386.51,386.98,344.5,348.5004,20424075
2021-08-03,BA,229.09,229.1,221.3,225.9,7326398
2021-08-03,TSLA,709.74,722.65,701.01,719.0,21620253
2021-08-03,MSFT,285.46,285.57,282.36,283.76,17983155
2021-08-03,V,235.97,240.25,232.92,239.49,9885791
2021-08-03,MA,366.15,375.18,358.15,375.17,6353614
2021-08-02,AMZN,3331.48,3358.92,3317.0,3353.1,3353915
2021-08-02,AAPL,144.91,146.33,144.64,145.74,63146427
2021-08-02,GOOGL,2697.09,2706.73,2675.8828,2702.34,1081710
2021-08-02,FB,351.95,359.4,350.74,358.1,13180439
2021-08-02,MRNA,346.61,365.6,343.2,360.0,13685923
2021-08-02,BA,225.34,230.47,224.87,227.19,8889125
2021-08-02,TSLA,709.67,726.94,698.4,700.0,33615765
2021-08-02,MSFT,283.17,285.12,282.1,284.7,16362079
2021-08-02,V,238.64,246.66,237.24,245.07,10037077
2021-08-02,MA,373.78,388.44,372.32,387.76,3443917
2021-07-30,AMZN,3327.59,3368.14,3306.98,3347.95,9965593
2021-07-30,AAPL,145.24,145.71,143.5,143.77,70739131
2021-07-30,GOOGL,2694.53,2706.09,2685.1,2700.7,1278789
2021-07-30,FB,356.3,360.73,352.94,354.0,15976179
2021-07-30,MRNA,353.6,359.9,342.28,346.9,11345689
2021-07-30,BA,226.48,231.18,225.4,229.39,9940082
2021-07-30,TSLA,687.2,697.53,669.0,671.758,29656411
2021-07-30,MSFT,283.26,285.0,282.27,283.52,21066805
2021-07-30,V,245.22,247.28,244.84,246.04,5832357
2021-07-30,MA,384.41,387.46,381.57,387.46,2543348
2021-07-29,AMZN,3599.92,3637.95,3580.01,3627.75,5519952
2021-07-29,AAPL,145.03,145.93,143.97,144.08,56939750
2021-07-29,GOOGL,2715.55,2733.2203,2710.86,2723.0,1585786
2021-07-29,FB,358.32,365.52,356.74,361.0,33413244
2021-07-29,MRNA,345.64,351.2199,336.0,350.64,10100729
2021-07-29,BA,231.63,234.8199,231.12,233.69,8667869
2021-07-29,TSLA,677.35,683.69,648.8,649.79,30394637
2021-07-29,MSFT,284.84,286.95,284.42,284.58,18274085
2021-07-29,V,246.74,249.19,245.93,246.93,7530999
2021-07-29,MA,387.27,393.17,385.96,385.96,3788995
2021-07-28,AMZN,3630.32,3658.4204,3601.0,3633.78,2999378
2021-07-28,AAPL,144.37,146.35,141.94,144.23,119435184
2021-07-28,GOOGL,2721.88,2765.94,2705.55,2726.239,4756530
2021-07-28,FB,373.28,377.5499,366.93,374.56,29676910
2021-07-28,MRNA,349.32,350.99,327.5,333.01,13091567
2021-07-28,BA,231.57,237.49,231.3301,234.05,19330500
2021-07-28,TSLA,646.98,654.9699,639.4001,646.995,16006596
2021-07-28,MSFT,284.56,288.47,282.19,287.32,33762307
2021-07-28,V,245.77,250.31,244.75,248.87,9079540
2021-07-28,MA,381.93,390.19,380.81,390.08,3385956
2021-07-27,AMZN,3626.39,3698.5,3586.15,3698.5,4131890
2021-07-27,AAPL,146.15,148.58,144.94,148.5,105262766
2021-07-27,GOOGL,2638.0,2687.98,2602.08,2685.01,2735474
2021-07-27,FB,367.81,373.15,364.55,371.91,15705447
2021-07-27,MRNA,328.5,344.889,318.29,335.3088,17196688
2021-07-27,BA,222.27,225.7,220.42,223.17,8784223
2021-07-27,TSLA,644.78,666.5,627.24,663.4,32813290
2021-07-27,MSFT,284.88,287.89,281.31,287.76,33799745
2021-07-27,V,249.74,251.48,247.04,248.01,7071806
2021-07-27,MA,388.73,393.71,384.36,388.46,2794871
2021-07-26,AMZN,3699.82,3712.08,3647.25,3673.17,2900068
2021-07-26,AAPL,148.36,149.2,147.08,147.64,72741043
2021-07-26,GOOGL,2680.7,2684.74,2646.03,2666.565,1528574
2021-07-26,FB,372.46,374.44,368.22,369.58,14925222
2021-07-26,MRNA,335.87,362.0,329.15,352.0,23387796
2021-07-26,BA,225.85,226.1209,219.89,220.0,8933194
2021-07-26,TSLA,657.62,668.1999,647.11,650.97,25336556
2021-07-26,MSFT,287.38,288.01,284.98,287.33,23311024
2021-07-26,V,249.06,249.17,246.53,248.03,4902203
2021-07-26,MA,391.25,391.34,386.73,390.13,2294886
2021-07-23,AMZN,3656.64,3666.11,3622.04,3640.0,2436292
2021-07-23,AAPL,147.93,148.09,146.3,146.93,71750188
2021-07-23,GOOGL,2660.3,2667.9799,2596.01,2608.61,2075321
2021-07-23,FB,369.79,375.33,357.19,360.91,33694328
2021-07-23,MRNA,348.83,349.45,325.17,330.9,23431397
2021-07-23,BA,221.52,224.63,220.94,222.97,9379453
2021-07-23,TSLA,643.38,648.8,637.3001,646.36,14604944
2021-07-23,MSFT,287.99,288.31,284.84,285.71,22900646
2021-07-23,V,247.84,248.83,245.59,245.59,6798199
2021-07-23,MA,391.71,392.93,383.57,383.57,3735037
2021-07-22,AMZN,3638.03,3640.02,3582.27,3587.23,3265352
2021-07-22,AAPL,146.18,147.56,145.2,145.32,77665891
2021-07-22,GOOGL,2568.43,2569.66,2549.9769,2556.88,715094
2021-07-22,FB,351.19,351.54,345.21,346.68,12385441
2021-07-22,MRNA,323.48,329.6,316.29,319.0,16491283
2021-07-22,BA,220.87,222.25,218.31,221.52,9768898
2021-07-22,TSLA,649.26,662.17,644.6001,656.4428,15105727
2021-07-22,MSFT,284.48,284.76,281.78,282.2,23520220
2021-07-22,V,242.98,244.18,242.0,242.63,10342547
